question_id,question,gold_answer,ner_tag,level_A,n_correct_A,level_B,n_correct_B,agreement
qf_1633,What was the name of the TV comedy series starring Windsor Davies and Donald Sinden as Antique dealers?,Never The Twain,WORK_OF_ART,strong-knows,3,weak-knows,2,False
qf_2054,Which Sweets were advertised with the slogan ' Taste the Rainbow'?,Skittles,PRODUCT,strong-knows,3,strong-knows,3,True
qf_2097,What was American footballer William Perry's nickname?,The Fridge,PERSON,weak-knows,2,strong-knows,3,False
qf_2121,The male lead roll was played by whom in the 2001 film Moulin Rouge?,Ewan McGregor,PERSON,strong-knows,3,strong-knows,3,True
qf_2140,In which country would you find the city of 'Ghent'?,Belgium,GPE,strong-knows,3,strong-knows,3,True
qf_2191,Ascorbic acid is usually known as what?,Vitamin C,PRODUCT,strong-knows,3,strong-knows,3,True
qf_2421,Mrs. Bridges was the cook in which popular TV series?,Upstairs Downstairs,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qf_2678,In which 1984 film did Tom Hanks fall in love with a mermaid?,Splash,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qf_2867,On which day is Halloween celebrated?,31st October,DATE,strong-knows,3,strong-knows,3,True
qf_3128,Who played 'Peter Pan' in Spielberg's 'Hook'?,Robin Williams,PERSON,strong-knows,3,strong-knows,3,True
qf_3156,What is the stage name of double act 'Ian and Janet Tough?,The Krankies,PERSON,weak-knows,2,weak-knows,2,True
qf_317,In which country will you find the 'Carisbrook Rugby Stadium'?,New Zealand,GPE,strong-knows,3,strong-knows,3,True
qf_3204,If you were eating a 'Knickerbocker Glory' - What would you be eating?,An ice-cream sundae,PRODUCT,guess,1,strong-knows,3,False
qf_331,Which children's TV show used cabbages as the booby prize?,Crackerjack,WORK_OF_ART,doesn't-know,0,doesn't-know,0,True
qf_3384,What was the home ground of Leyton Orient called before it became the Matchroom Stadium?,Brisbane Road,FAC,strong-knows,3,strong-knows,3,True
qf_3456,Which constituency does William Hague represent?,Richmond,GPE,strong-knows,3,strong-knows,3,True
qf_3555,What type of aircraft was used by Alcock and Brown when they became the first men to fly the Atlantic non stop?,Vickers Vimy,PRODUCT,strong-knows,3,strong-knows,3,True
qf_409,The rivers Trent and Ouse flow into which estuary?,Humber,LOC,strong-knows,3,strong-knows,3,True
qf_620,Who taught Eliza Dolittle to be a lady ?,Professor Henry Higgins,PERSON,strong-knows,3,strong-knows,3,True
qf_708,In what country is Tiahuanaco?,Bolivia,GPE,strong-knows,3,strong-knows,3,True
qf_76,What was the Troggs most famous hit?,Wild Thing,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qf_931,In what country is 'Mt. Everest'?,Nepal,GPE,strong-knows,3,strong-knows,3,True
qg_1057,"What author observed, ""Any sufficiently advanced technology is indistinguishable from magic""?",Arthur C. Clarke,PERSON,strong-knows,3,strong-knows,3,True
qg_1261,"Without this man, born on May 12th, 1937, we would never know ""Seven Words You Can Never Say on Television"". Who are we referring to?",George Carlin,PERSON,strong-knows,3,strong-knows,3,True
qg_1376,"What airline, founding member of the Star Alliance, the largest airline alliance in the world, got its start as the Boeing Air Transport company in 1927?",United,ORG,strong-knows,3,strong-knows,3,True
qg_1421,Body on Tap brand shampoo contained what special ingredient?,Beer,PRODUCT,strong-knows,3,strong-knows,3,True
qg_1439,We know it as Myanmar today. By what name was it known before 1989?,Burma,GPE,strong-knows,3,strong-knows,3,True
qg_1497,"Electric, picket, and split rail are all types of what?",Fences,PRODUCT,strong-knows,3,strong-knows,3,True
qg_1752,In what film would you have seen a sword fight on the Cliffs of Insanity?,The Princess Bride,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qg_2074,"July 2, 1961 saw what Nobel Prize winning author take his own life in Ketchum, Idaho, who once stated that every boy must Plant a tree, Fight a bull, Write a novel, and Father a son in order to be a man?",Ernest Hemmingway,PERSON,strong-knows,3,strong-knows,3,True
qg_2268,"Which US city had the first subway system, being opened in 1895?",Boston,GPE,strong-knows,3,strong-knows,3,True
qg_2312,"Which Apollo mission, which was launched on July 16, 1969, was the first to put a human on the moon?",11,CARDINAL,strong-knows,3,strong-knows,3,True
qg_2413,"On July 24, 1911, future US. Senator (R, Connecticut) Hiram Bingham III “discovered” what Peruvian city?",Machu Picchu,LOC,strong-knows,3,strong-knows,3,True
qg_256,The Sharks face off against what gang in Leonard Bernsteins musical West Side Story?,The Jets,ORG,strong-knows,3,strong-knows,3,True
qg_2596,"Who's missing: George Costanza, Elaine Bennes, Cosmo Kramer",Jerry Seinfeld,PERSON,strong-knows,3,strong-knows,3,True
qg_2616,"August 6, 1912 saw formation of The Bull Moose Party, with what total bad assed at the lead?",Teddy Roosevelt,PERSON,strong-knows,3,strong-knows,3,True
qg_2643,"What became the last city on earth to experience the horror of a nuclear bomb when the B-29 Bockscar devastated what Japanese city on August 9, 1945?",Nagasaki,GPE,strong-knows,3,strong-knows,3,True
qg_2719,"The gravesite of what American writer, buried in Baltimore, is mysteriously visited every January 19th, to receive a toast of cognac and 3 roses?",Edgar Allen Poe,PERSON,strong-knows,3,strong-knows,3,True
qg_2743,"By tradition, what country leads the procession of nations in the Olympics?",Greece,GPE,strong-knows,3,strong-knows,3,True
qg_2781,"Held at Max Yasgurs 600 acre dairy farm, what event, which opened on Aug 15, 1969, was billed as An Aquarian Exposition: 3 Days of Peace & Music?",Woodstock,EVENT,strong-knows,3,strong-knows,3,True
qg_2810,What type of rain did Prince sing about in 1984?,Purple Rain,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qg_2820,"Portrayed by Fess Parker on TV, what frontier legend, born on August 17, 1786, represented the state of Tennessee as a representative for 6 years, and lost his life at the Alamo?",Davy Crockett,PERSON,strong-knows,3,strong-knows,3,True
qg_2955,"Starting 30 years of conflict, the Eritrean War of Independence broke out on Sept 1, 1961, as Eritrean separatists fought for independence from what country?",Ethiopia,GPE,strong-knows,3,strong-knows,3,True
qg_296,"Allegedly coined by one Theodore Roosevelt, what product advertised itself with the slogan ""Good to the last drop""?",Maxwell House coffee,PRODUCT,strong-knows,3,strong-knows,3,True
qg_2965,Which superhero lives beneath the sea and can command all of the marine life via telepathic abilities?,Aquaman,PERSON,strong-knows,3,strong-knows,3,True
qg_2966,"Mary Jo Kopechne died on July 19, 1969, following an accident in a car driven by whom?",Ted Kennedy,PERSON,strong-knows,3,strong-knows,3,True
qg_3109,"What speaker component is used to produce the highest audio frequencies, usually between 2,000HZ and 20,000HZ?",Tweeter,PRODUCT,strong-knows,3,strong-knows,3,True
qg_3181,"First proposed by H.G. Wells in a 1903 story, what military staple saw its first action during the Battle of the Somme, September 1916?",The Tank,PRODUCT,strong-knows,3,strong-knows,3,True
qg_3321,"What noted English chemist and physicist, born on Sept 22, 1791, is responsible for the electromagnet and has the SI unit of capacitance named for him?",Michael Faraday,PERSON,strong-knows,3,strong-knows,3,True
qg_3339,What is the name of the backing band for noted bluesman Stevie Ray Vaughan?,Double Trouble,ORG,strong-knows,3,strong-knows,3,True
qg_3560,"October 7, 1952 saw the birth of what former president, and current prime minister, of Russia?",Vladimir Putin,PERSON,strong-knows,3,strong-knows,3,True
qg_3574,"What successful, no-frills airline is headquartered at Love Field in Dallas, and is one of the few that doesn't charge a baggage handling fee?",Southwest,ORG,strong-knows,3,strong-knows,3,True
qg_36,"December 23, 1923 was the birthday of Vice Admiral James Stockdale, one of the most highly decorated officers in the history of the US Navy. He was also the running mate of what 1992 presidential candidate?",H. Ross Perot,PERSON,strong-knows,3,strong-knows,3,True
qg_3622,"In what middle east harbor was the destroyer USS Cole attacked by suicide bombers in 2000, resulting in 56 casualties?","Aden, Yemen",GPE,strong-knows,3,strong-knows,3,True
qg_3884,Dow Constantine and Susan Hutchinson are currently running for was position?,King County Executive,ORG,strong-knows,3,strong-knows,3,True
qg_4097,"November 10, 1775 at Tun Tavern, Philadelphia, saw the official birth of branch of the US armed forces?",United States Marine Corp,ORG,strong-knows,3,strong-knows,3,True
qg_4530,"What cat food “tastes so good, cats ask for it by name”?",Meow Mix,PRODUCT,strong-knows,3,strong-knows,3,True
qg_4571,"The worlds largest marketer of fruit juices, what is the juice arm of the Coca Cola company?",Minute Maid,ORG,strong-knows,3,strong-knows,3,True
qg_4628,"What is the name of the parson mentioned in the lyrics of the Christmas carol ""Winter Wonderland""?",Brown,PERSON,strong-knows,3,strong-knows,3,True
qg_504,"The sinking of what battleship in Havana harbor on Feb 15, 1898 led the United States to declare war on Spain on April 25?",USS Maine,PRODUCT,strong-knows,3,strong-knows,3,True
qg_564,"What company made headlines last week by claiming to own a trademark on the word ""footlong""?",Subway,ORG,strong-knows,3,strong-knows,3,True
qg_726,What American industrialist is credited as the father of the modern assembly line?,Henry Ford,PERSON,strong-knows,3,strong-knows,3,True
qg_848,Star Trek: TOS was cancelled in 1969 after how many years on the air?,3,CARDINAL,strong-knows,3,strong-knows,3,True
qg_984,"Launched from the desert steppes of Kazakhstan, Vostok 1 was launched on April 12, 1961, carrying which man, the first in outer space?",Yuri Gagarin,PERSON,strong-knows,3,strong-knows,3,True
qw_10086,"In 2006, Stephen Harper became the Prime Minister of which country?",Canada,GPE,strong-knows,3,strong-knows,3,True
qw_10272,Which Olympic event covers the longest distance?,Marathon,EVENT,strong-knows,3,strong-knows,3,True
qw_11324,"""In what country, between the 1950s and 1980, would one have found """"Rusticated Youth""""?""",China,GPE,doesn't-know,0,doesn't-know,0,True
qw_11327,Who is the only US President who did not speak English as his first language?,Martin Van Buren,PERSON,strong-knows,3,strong-knows,3,True
qw_11443,A nectarine is a shiny-skinned variety of what?,Peach,PRODUCT,strong-knows,3,strong-knows,3,True
qw_11507,"""Which American country singer, the younger sister of singer Loretta Lynn, had 18 #1 country hits during the 1970s and 1980s, and is best known for a series of country-pop crossover hits including """"Don't It Make My Brown Eyes Blue""""?""",Crystal Gayle,PERSON,strong-knows,3,strong-knows,3,True
qw_11614,What information technology company was founded by Sergey Brin and Larry Page?,Google,ORG,strong-knows,3,strong-knows,3,True
qw_11725,What is an alternative name for members of the Church of Jesus Christ of Latter Day Saints?,Mormons,NORP,strong-knows,3,strong-knows,3,True
qw_11830,Lake Neuchatel is in which country?,Switzerland,GPE,strong-knows,3,strong-knows,3,True
qw_11987,"A second referendum is due to be held for which commonwealth to decide whether, among other options, to become the 51st state of the USA?",Puerto Rico,GPE,strong-knows,3,strong-knows,3,True
qw_12042,"""Who was """"the maid of Orleans""""?""",Joan of Arc,PERSON,strong-knows,3,strong-knows,3,True
qw_12145,"In 1993, Eritrea became independent from which country?",Ethiopia,GPE,strong-knows,3,strong-knows,3,True
qw_1223,In which country is the city of Kandahar?,Afghanistan,GPE,strong-knows,3,strong-knows,3,True
qw_12382,Who was the first woman to fly solo from England to Australia?,Amy Johnson,PERSON,strong-knows,3,strong-knows,3,True
qw_12428,What cereal crop is used to make single malt whisky in Scotland?,Barley,PRODUCT,strong-knows,3,strong-knows,3,True
qw_12439,The region of Catalonia is part of which country?,Spain,GPE,strong-knows,3,strong-knows,3,True
qw_12534,"""""""Cassata Siciliana"""" is a type of what?""",Cake,PRODUCT,strong-knows,3,strong-knows,3,True
qw_12722,Where are New Zealand's parliament buildings?,Wellington,GPE,strong-knows,3,strong-knows,3,True
qw_12786,The Sinai Peninsula is part of which country?,Egypt,GPE,strong-knows,3,strong-knows,3,True
qw_1297,"What was the name of Sir Fred Hoyles theory, an alternative to the Big Bang, that said that there was continuous creation of matter between galaxies, so that as galaxies get further apart, new ones develop between them?",Steady state,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_13186,"What is the name for a rotating rod with oblong lobes sticking out of it, that is fitted in a car's engine block?",Camshaft,PRODUCT,guess,1,doesn't-know,0,False
qw_13767,Which college was founded by Henry VI in 1440?,Eton,ORG,strong-knows,3,strong-knows,3,True
qw_1421,"Anthony Wilding, who won the Wimbledon men's singles from 1910 to 1913, was from what country?",New Zealand,GPE,strong-knows,3,strong-knows,3,True
qw_14240,"""Which author famously upset her publisher by beginning a book with """"I am quite tired of making goody goody books about nice people""""?""",Beatrix Potter,PERSON,doesn't-know,0,doesn't-know,0,True
qw_14568,"Which Earl of Essex, after being sent to Ireland as Governor-General in 1599, being briefly imprisoned and leading a rebellion against Queen Eliabeth I, was executed in 1601?",Robert Devereux,PERSON,strong-knows,3,strong-knows,3,True
qw_14939,"Marat, Robespierre, Danton are names associated with what event at the end of the 18th century?",The French Revolution,EVENT,strong-knows,3,strong-knows,3,True
qw_15078,"Cayenne, after which the spicy condiment is named, is a city in which country?",French Guiana,GPE,strong-knows,3,strong-knows,3,True
qw_15164,"The Salt Flat of Uyuni, the world's largest salt flat, is in which country?",Bolivia,GPE,strong-knows,3,strong-knows,3,True
qw_15378,"Neil Oliver provides archaeological and social history knowledge for, and fronts, programmes for UK TV in Britain, continental Europe and Australia, called what?",Coast,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_15694,"""Under what name did Mrs. Middleton Murray publish works such as """"The Garden Party"""", """"The Dove's Nest"""" and """"Something Childish""""?""",Katherine Mansfield,PERSON,strong-knows,3,strong-knows,3,True
qw_15789,"""What dish derives from the Portuguese dish """"Carne de Vinha d' Alhos"""" (pork preserved in red wine or red wine vinegar, chili pepper, and stewed with garlic) which was brought to Goa and evolved into the a dish of meat, usually lamb, with wine and garlic plentiful amounts of spice?""",Vindaloo,PRODUCT,strong-knows,3,strong-knows,3,True
qw_15796,What year did the cable television network ESPN made its debut broadcasting and producing sports-related programming 24 hours a day?,1979,DATE,strong-knows,3,strong-knows,3,True
qw_1587,Which US TV series is set in the Princeton-Plainsboro Teaching Hospital?,House,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_15968,"On 30 September 1399, Henry Bolingbroke, Duke of Lancaster, became better known as whom?",King Henry IV of England,PERSON,strong-knows,3,strong-knows,3,True
qw_15987,"What was the first name of the fictional character Gulliver, which was created by Jonathan Swift?",Lemuel,PERSON,strong-knows,3,strong-knows,3,True
qw_15997,"""Which British composer wrote """"The Dam Busters March""""?""",Eric Coates,PERSON,strong-knows,3,strong-knows,3,True
qw_16177,James A Michener wrote the stories upon which musical was based?,South Pacific,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_16235,"Where are the headquarters of the World Backgammon Association, founded in 2001?",Malta,GPE,doesn't-know,0,doesn't-know,0,True
qw_16389,Which city is sited on the Absheron Peninsula which juts into the Caspian Sea?,"Baku, Azerbaijan",GPE,strong-knows,3,strong-knows,3,True
qw_16611,Which military powers fought the Punic Wars?,Rome and Carthage,GPE,strong-knows,3,strong-knows,3,True
qw_16627,Which three times Formula One champion was burnt in a crash in the 1976 F1 World Championship?,Niki Lauda,PERSON,strong-knows,3,strong-knows,3,True
qw_16693,When was the first road speed limit set in the UK for powered vehicles?,1861,DATE,doesn't-know,0,doesn't-know,0,True
qw_168,The film actor Marion Michael Morrison is better known by what name?,John Wayne,PERSON,strong-knows,3,strong-knows,3,True
qw_181,"In which country did Queen Isabella secure the throne when her opponents (Carlists) were defeated in 1868, following a civil war between those who wanted a king and those who wanted a queen?",Spain,GPE,strong-knows,3,strong-knows,3,True
qw_1978,What was first worn by British soldiers in India in 1845?,Khaki,PRODUCT,strong-knows,3,strong-knows,3,True
qw_2146,In which city are the Oscar statuettes made?,Chicago,GPE,strong-knows,3,strong-knows,3,True
qw_216,"In the US election held on 7 November 2000, court cases over the results from which state delayed the announcement of results for over a month?",Florida,GPE,strong-knows,3,strong-knows,3,True
qw_2206,"""Which 20th century English playwright wrote """"The Winslow Boy"""" and """"Separate Tables""""?""",Terence Rattigan,PERSON,strong-knows,3,strong-knows,3,True
qw_2260,"""What is the last name of """"Oprah""""?""",Winfrey,PERSON,strong-knows,3,strong-knows,3,True
qw_2752,"In June 2009, General Motors announced that it would sell which of its brands to Tengzhong Heavy Industrial Machinery, based in China?",Hummer,PRODUCT,strong-knows,3,strong-knows,3,True
qw_2843,The Proteas are a national cricket team representing which country?,South Africa,GPE,strong-knows,3,strong-knows,3,True
qw_2883,"""Who divorced her husband in 1978 after sixteen years of marriage, accusing him of years of severe spousal abuse and rampant drug addiction in her autobiography """"I, Tina"""" (which was later adapted for the film """"What's Love Got to Do with It""""), and left semi-retirement in 2008 to embark on her """"Tina!: 50th Anniversary Tour""""?""",Tina Turner,PERSON,strong-knows,3,strong-knows,3,True
qw_3341,"What is the main attraction at Taronga Park, Sydney?",Zoo,FAC,strong-knows,3,strong-knows,3,True
qw_3390,"What is the capital of the province of Manitoba, Canada?",Winnipeg,GPE,strong-knows,3,strong-knows,3,True
qw_3403,What was developed at the Bell Telephone Company under the direction of Dr William Shockley?,Transistor,PRODUCT,strong-knows,3,strong-knows,3,True
qw_3435,Rob Pilatis and Fab Morvan were collectively known as what?,Milli Vanilli,ORG,strong-knows,3,strong-knows,3,True
qw_3450,In which country is Lake Como?,Italy,GPE,strong-knows,3,strong-knows,3,True
qw_3516,"Which group of around 200 Greek islands in the Aegean Sea includes Andros, Naxos, Paros and Milos?",Cyclades,LOC,strong-knows,3,strong-knows,3,True
qw_3624,"Which film, directed by David Lean and starring John Mills, opens with an escaped convict grabbing hold of a boy in a graveyard?",Great Expectations,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_3806,"The borders of which European country, that were set under the reign of Afonso III (1248 to 1279), are the same today?",Portugal,GPE,strong-knows,3,strong-knows,3,True
qw_3910,"""""""84 Charing Cross Road"""" is a book based on 20 years of correspondence between which New York writer and Frank Doel, an antiquarian bookseller in London?""",Helene Hanff,PERSON,strong-knows,3,strong-knows,3,True
qw_393,"The Australian city of Perth, the capital of Western Australia, is on which river?",Swan,LOC,strong-knows,3,strong-knows,3,True
qw_4027,"Who won the most of the first ten tournaments called the Women's Hockey World Cup (the field hockey World Cup competition for women), which was inaugurated in 1974?",Netherlands,GPE,strong-knows,3,strong-knows,3,True
qw_4081,Dsseldorf is a major city in which country?,Germany,GPE,strong-knows,3,strong-knows,3,True
qw_4121,"The Dardanelles and the Bosporus, straits which separate Europe from the mainland of Asia, run through which country?",Turkey,GPE,strong-knows,3,strong-knows,3,True
qw_4300,"""What was the first pop video directed by John Landis, whose directing credits include """"National Lampoon's Animal House"""" and """"The Blues Brothers""""?""","""Michael Jackson's """"Thriller""""""",WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_4766,Which detective was created by G K Chesterton?,Father Brown,PERSON,strong-knows,3,strong-knows,3,True
qw_4783,What is a popular name for the North American bison?,Buffalo,PRODUCT,strong-knows,3,strong-knows,3,True
qw_4879,"The final carrier of the Olympic flame in the Olympic Torch Relay is often kept secret until the last moment, and is usually who?",A sports celebrity of the host country,PERSON,guess,1,guess,1,True
qw_4953,Canberra is the capital of which country?,Australia,GPE,strong-knows,3,strong-knows,3,True
qw_5039,A novel by General Lew Wallace published in 1880 was made into which films in 1926 (a silent movie) and 1959 (produced by William Wyler)?,Ben Hur,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_5236,Cathay is a poetic name for which country?,China,GPE,strong-knows,3,strong-knows,3,True
qw_5945,In which country is the city of Maastricht?,The Netherlands,GPE,strong-knows,3,strong-knows,3,True
qw_5984,"Who presented a list of 23 problems in mathematics at a conference of the International Congress of Mathematicians on 8 August 1900 in the Sorbonne, of which only 10 have resolutions which are fully accepted?",David Hilbert,PERSON,strong-knows,3,strong-knows,3,True
qw_6046,Lee Kuan Yew and Goh Chok Tong were the first two Prime Ministers of which country?,The Republic of Singapore,GPE,strong-knows,3,strong-knows,3,True
qw_6433,The island called Martha's Vineyard off the south of Cape Cod in New England is in which state of the USA?,Massachusetts,GPE,strong-knows,3,strong-knows,3,True
qw_661,The Reign Of Terror was a period in the revolution of which country?,France,GPE,doesn't-know,0,doesn't-know,0,True
qw_7066,Where was the first annual G6 leaders summit (which later became the G8) held in 1975?,France,GPE,strong-knows,3,strong-knows,3,True
qw_7263,The Grand Old Party or GOP is the name for which political party in the USA?,Republican,NORP,strong-knows,3,strong-knows,3,True
qw_7384,What is the name of Madonna's proposed chain of fitness clubs?,Hard Candy Fitness,ORG,strong-knows,3,strong-knows,3,True
qw_7442,What US public holiday falls on the 3rd Monday in February every year?,Washington's Birthday,EVENT,strong-knows,3,strong-knows,3,True
qw_7457,"""The song """"Love is All Around"""" by Wet Wet Wet featured on the soundtrack for which 1994 film?""",Four Weddings and a Funeral,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_7793,What is the literal translation of the name Las Vegas?,The Meadows,LOC,strong-knows,3,strong-knows,3,True
qw_81,What was the name of the IBM computer that defeated world chess champion Garry Kasparov in 1997?,Deep Blue,PRODUCT,strong-knows,3,strong-knows,3,True
qw_8127,"""The song """"Good Morning To All"""", composed by Pattie and Mildred Hill in 1893, is now sung as what?""",Happy Birthday to You,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_8269,"""What is the current name of the islands originally called the """"Sandwich Islands""""?""",Hawaii,GPE,strong-knows,3,strong-knows,3,True
qw_8423,"Which Frenchman, who never learned to speak Swedish, became King Charles XIV John of Sweden and Norway?",Jean Baptiste Bernadotte,PERSON,strong-knows,3,strong-knows,3,True
qw_8435,What type of building is likely to have a minaret?,Mosque,FAC,strong-knows,3,strong-knows,3,True
qw_8454,"""A """"land run"""" into which current state of the USA began at noon on 22 April 1889, when an estimated 50,000 people lined up to race to claim 160 acre (0.65 km2) pieces of the available 2 million acres (8,000 km)?""",Oklahoma,GPE,strong-knows,3,strong-knows,3,True
qw_8531,"The Black Hawk War was for possession of lands east of the Mississippi. In which modern day state was the first confrontation, at Stillman's Run, on 14 May 1832, which resulted in a victory for Chief Black Hawk's Sauk and Fox warriors over the local militiamen commanded by Major Isaiah Stillman?",Illinois,GPE,strong-knows,3,strong-knows,3,True
qw_869,Which 2007 Italian drama film directed by Daniele Luchetti is based on Antonio Pennacchi's novel?,My Brother Is An Only Child,WORK_OF_ART,doesn't-know,0,doesn't-know,0,True
qw_8793,The mountain massif called Maxwell Montes contains the highest point on the surface of which planet?,Venus,GPE,strong-knows,3,strong-knows,3,True
qw_8921,What was named after American frontiersman James Bowie?,Knife,PRODUCT,strong-knows,3,strong-knows,3,True
qw_9147,"""In the TV series """"Dastardly and Muttley in Their Flying Machines"""", what is the name of Dastardly's squadron?""",Vulture,ORG,strong-knows,3,strong-knows,3,True
qw_9154,"Which game that contained many D&D; features and references, including a computer controlled dungeon master, created in 1975 by Will Crowther on a DEC PDP-10 computer, the first widely used adventure game, was significantly expanded in 1976 by Don Woods, that inspired a group of students at MIT to write a game called Zork in the summer of 1977 for the PDP-10 minicomputer which became quite popular on the ARPANET?",Adventure,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qw_9299,"In Norse mythology, who was best known for carrying a hammer?",Thor,PERSON,strong-knows,3,strong-knows,3,True
qw_9422,"""Who wrote the poem """"Daffodils""""?""",William Wordsworth,PERSON,strong-knows,3,strong-knows,3,True
qw_9748,"What was a demonstration sport at the 1988 Olympics in Seoul, when the opening ceremony featured a mass demonstration of it, involving hundreds of adults and children?",Taekwondo,NORP,strong-knows,3,strong-knows,3,True
qw_9853,"In which country were democratic elections held in May 1989, and though Guillermo Endara was elected president, the results were annulled by the existing government?",Panama,GPE,strong-knows,3,strong-knows,3,True
qz_1794,Which Scottish newspaper features the Broons and Oor Wullie?,The Sunday Post,ORG,strong-knows,3,strong-knows,3,True
qz_1797,Which famous book features the character of Bob Cratchit?,A Christmas Carol,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_1918,Buddy Holly and the Big Bopper were two of the three musicians who died in a plane crash in February 1959. Who was the other one?,Richie Valens,PERSON,strong-knows,3,strong-knows,3,True
qz_196,How many pieces are there in a standard set of dominoes?,28,CARDINAL,strong-knows,3,strong-knows,3,True
qz_2165,Who presented Family Fortunes in the two years between Bob Monkhouse and Les Dennis?,Max Bygraves,PERSON,weak-knows,2,weak-knows,2,True
qz_2309,The Sign Of Four was a detective story written by which author?,Sir Arthur Conan Doyle,PERSON,strong-knows,3,strong-knows,3,True
qz_2594,Which famous cowboy was created by George W. Trendle?,The Lone Ranger,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_2768,Tony Hadley was the lead singer with which 1980s new romantic band?,Spandau Ballet,ORG,strong-knows,3,strong-knows,3,True
qz_2845,Ecuador has a border with Peru and which other country ?,Colombia,GPE,strong-knows,3,strong-knows,3,True
qz_3040,Who killed Lee harvey Oswald?,Jack Ruby,PERSON,strong-knows,3,strong-knows,3,True
qz_3237,Name the tv series about FBI agent Don Eppes and his mathematical genius brother Charlie,Numb3rs,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_3479,Who played Dr. Doug Ross on the TV show E.R.?,George Clooney,PERSON,strong-knows,3,strong-knows,3,True
qz_3623,Which Canadian born  actress was the star in the movie Barb Wire?,Pamela Anderson,PERSON,strong-knows,3,strong-knows,3,True
qz_3736,"Following success at the 1979 election whose party conference speeech included the lines 'you turn if you want to, the lady's not for turning'?",Margaret Thatcher,PERSON,strong-knows,3,strong-knows,3,True
qz_3780,"Which comedy written by Johnny Speight which first aired in 1965, featured a fervent West Ham supporter?",Till Death Us Do Part,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_3878,"If you heard the catchphrase ""They're great"" what would expect to be advertised?",Frosties,PRODUCT,strong-knows,3,strong-knows,3,True
qz_3923,Who played the tenth Doctor?,David Tennant,PERSON,strong-knows,3,strong-knows,3,True
qz_4093,"In what year was the first episode of Doctor Who broadcast? 1959, 1963 or 1967?",1963,DATE,strong-knows,3,strong-knows,3,True
qz_4171,The Flying Pickets were a British vocal group who had Christmas no1 hit in 1983. What was the title of the song.,Only You,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_4226,Which wedding anniversary is celebrated with paper,1st,ORDINAL,strong-knows,3,strong-knows,3,True
qz_4443,How is Frances Gumm the actress better known?,Judy Garland,PERSON,strong-knows,3,strong-knows,3,True
qz_4575,"Which dancer has only one notable film cameo, appearing with Sean Connery in the 1979 movie The First Great Train Robbery, breaking into a guarded station office.",Wayne Sleep,PERSON,doesn't-know,0,doesn't-know,0,True
qz_4706,Which company were responsible for the production of the Spitfire?,Supermarine,ORG,strong-knows,3,strong-knows,3,True
qz_4925,Who in 1975 became the first black man to win a Wimbledon singles title?,Arthur Ashe,PERSON,strong-knows,3,strong-knows,3,True
qz_5053,"Who was the leader of the gang whose members included Benny the Ball ,Brain and Choo Choo?",Top Cat.,PERSON,strong-knows,3,strong-knows,3,True
qz_5084,In which country is Dubrovnik?,Croatia,GPE,strong-knows,3,strong-knows,3,True
qz_5252,What was Jacques Cousteau's mobile oceonagraphic laboratory.,Calypso,PRODUCT,strong-knows,3,strong-knows,3,True
qz_5520,What is the state capital of Florida?,Tallahassee,GPE,strong-knows,3,strong-knows,3,True
qz_5552,Who was sacked as the Beatles' drummer and replaced by Ringo Starr?,Pete Best,PERSON,strong-knows,3,strong-knows,3,True
qz_5812,What is the capital of the U.S. state of Connecticut?,Hartford.,GPE,strong-knows,3,strong-knows,3,True
qz_688,"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?",Magpie,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qz_6898,In which New York borough would you find Hell’s Kitchen?,Manhattan,GPE,strong-knows,3,strong-knows,3,True
qz_860,What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield?,Perry,PERSON,doesn't-know,0,guess,1,False
qz_921,Who had a top ten hit in the UK with Cupid in 1961?,Sam Cooke,PERSON,weak-knows,2,doesn't-know,0,False
sfq_10031,What do we call the vegetable called the rutabaga in America?,Swede,PRODUCT,strong-knows,3,strong-knows,3,True
sfq_10035,Who won the 1952 US Presidential election?,(Dwight D.) Eisenhower,PERSON,strong-knows,3,strong-knows,3,True
